make,model,price,body_color,interior_color,interior_material,body,doors,seats,vin,fuel,transmission,drive_type,power,engine_capacity,co2_emission,emission_class,driven_distance,first_registration,condition
Mercedes-Benz,C 300,48 999 €,Black,Type of finish,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x2,190 kW,1 999 cc,150,Euro 6d,15 000 km,2/2022,Demonstration car
Opel,Grandland X,21 349 €,Blue,Interior color,Cloth interior,SUV / offroad,4/5 doors,5,1575,Diesel,Automatic,4x2,130 kW,1 997 cc,126,Euro 6d-TEMP,86 000 km,12/2019,Used
BMW,M135,52 949 €,Blue,Type of finish,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x4,225 kW,1 998 cc,155,Euro 6d,0 km,6/2022,New
BMW,420 Gran Coupé,36 849 €,Blue,Type of finish,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x2,135 kW,1 998 cc,140,Euro 6d,12 018 km,6/2021,1
Alfa Romeo,Stelvio,50 799 €,Black,Type of finish,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,154 kW,2 143 cc,144,Euro 6,1 578 km,11/2021,Used
Mercedes-Benz,X 250,44 749 €,Silver,Type of finish,Other interior color,Part leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,140 kW,2 298 cc,203,Euro 6,44 103 km,12/2019,1
Mercedes-Benz,GLC 400,61 699 €,Black,Interior color,Cloth interior,SUV / offroad,4/5 doors,5,None,Diesel,Automatic,4x4,243 kW,2 925 cc,188,Euro 6d-TEMP,19 900 km,5/2022,Demonstration car
Cadillac,XT4,41 099 €,Silver,Type of finish,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,169 kW,1 998 cc,213,Euro 6d,24 900 km,8/2021,2
BMW,118,21 399 €,Black,Interior color,Cloth interior,Sedans / saloons,4/5 doors,5,1495,Diesel,Automatic,4x2,110 kW,1 995 cc,115,Euro 6,50 641 km,1/2019,Used
Volkswagen,Passat,26 799 €,Red,Interior color,Cloth interior,Station Wagon,4/5 doors,5,None,Diesel,Automatic,4x2,110 kW,1 968 cc,105,Euro 6d-TEMP,67 847 km,5/2020,1
Audi,A5,32 049 €,Grey,Type of finish,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,140 kW,1 968 cc,119,Euro 6,85 800 km,7/2019,1
Mercedes-Benz,A 180,26 699 €,Black,Interior color,Part leather interior,Sedans / saloons,4/5 doors,5,None,Diesel,Manual,4x2,85 kW,1 950 cc,129,Euro 6,46 587 km,6/2021,1
Cupra,Leon,31 449 €,Black,Type of finish,Black interior,Full leather interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x4,221 kW,1 984 cc,161,Euro 6d-TEMP,14 353 km,5/2020,1
BMW,430 Gran Coupé,37 349 €,Blue,Type of finish,Black interior,Full leather interior,Coupe,4/5 doors,5,Petrol,Automatic,4x4,185 kW,2 000 cc,144,Euro 6,25 317 km,11/2020,1
Renault,Master,25 399 €,White,Interior color,Cloth interior,Other car styles,4/5 doors,3,None,Diesel,Manual,4x2,96 kW,2 299 cc,207,Euro 6,70 922 km,9/2019,Used
BMW,730,61 049 €,Grey,Type of finish,Brown interior,Full leather interior,Sedans / saloons,4/5 doors,5,Diesel,Automatic,4x2,195 kW,2 993 cc,148,Euro 6,32 990 km,3/2019,2
Mercedes-Benz,X 250,47 499 €,Black,Type of finish,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,140 kW,2 298 cc,209,Euro 6,44 200 km,2/2020,Used
Mercedes-Benz,GLC 400,63 699 €,Black,Type of finish,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,243 kW,2 925 cc,172,Euro 6d,19 967 km,12/2020,1
Cupra,Leon,29 299 €,Black,Interior color,Part leather interior,Station Wagon,4/5 doors,5,None,Petrol,Automatic,4x4,221 kW,1 984 cc,161,Euro 6d-TEMP,28 208 km,4/2020,1
Volvo,V60,35 549 €,Black,Interior color,Full leather interior,Station Wagon,4/5 doors,5,None,Petrol,Automatic,4x4,228 kW,1 969 cc,167,Euro 6d-TEMP,26 200 km,5/2019,1
Mercedes-Benz,CLA 220 Shooting Brake,37 899 €,Grey,Type of finish,Black interior,Part leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,140 kW,1 950 cc,140,Euro 6d,32 689 km,6/2021,1
Ford,Ranger,43 699 €,Grey,Type of finish,Other interior color,Full leather interior,Pick-up,4/5 doors,5,Diesel,Manual,4x4,156 kW,1 996 cc,201,Euro 6c,20 330 km,5/2021,2
BMW,M135,45 599 €,Grey,Type of finish,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x4,225 kW,1 998 cc,155,Euro 6,8 300 km,1/2022,Used
Mercedes-Benz,A 250,35 749 €,Black,Interior color,Part leather interior,Compact,4/5 doors,5,None,Hybrid,Automatic,4x2,118 kW,1 332 cc,149,Euro 6d,12 000 km,9/2022,Demonstration car
Audi,SQ7,53 149 €,Red,Type of finish,Black interior,Alcantara interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,320 kW,3 956 cc,199,Euro 6,139 900 km,6/2017,1
BMW,118,19 249 €,Black,Type of finish,Brown interior,Full leather interior,Sedans / saloons,4/5 doors,5,Diesel,Manual,4x2,110 kW,1 995 cc,115,Euro 6,88 580 km,2/2019,2
Audi,A4 Allroad,48 949 €,Black,Type of finish,Black interior,Full leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x4,210 kW,2 967 cc,167,Euro 6,10 386 km,10/2020,Used
Audi,Q2,26 299 €,Silver,Type of finish,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,140 kW,1 968 cc,128,Euro 6,55 000 km,4/2018,2
BMW,X2,33 849 €,Orange,Type of finish,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x2,110 kW,1 995 cc,114,Euro 6,8 800 km,1/2021,1
Dodge,Charger,43 949 €,Black,Interior color,Alcantara interior,Sedans / saloons,4/5 doors,5,None,Petrol,Automatic,4x2,362 kW,6 424 cc,333,Euro 6,34 000 km,9/2020,2
BMW,X4,38 899 €,Grey,Type of finish,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,230 kW,2 993 cc,157,No emission class,65 620 km,3/2018,Used
BMW,M140i,39 499 €,Grey,Type of finish,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x2,250 kW,2 998 cc,168,Euro 6,28 833 km,9/2019,2
Audi,A4,40 349 €,Grey,Type of finish,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,150 kW,1 968 cc,125,Euro 6d,14 950 km,8/2021,Used
Audi,A4,26 799 €,White,Interior color,Cloth interior,Station Wagon,4/5 doors,5,None,Diesel,Automatic,4x2,140 kW,1 968 cc,120,Euro 6,90 500 km,5/2019,1
Cupra,Leon,29 949 €,Black,Type of finish,Black interior,Full leather interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x4,221 kW,1 984 cc,161,Euro 6d-TEMP,21 619 km,3/2020,1
Toyota,Land Cruiser,31 899 €,White,Interior color,Cloth interior,SUV / offroad,4/5 doors,7,None,Diesel,Manual,4x4,130 kW,2 755 cc,194,Euro 6,55 868 km,8/2016,1
Audi,A3,32 449 €,Silver,Type of finish,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,Diesel,Automatic,4x2,110 kW,1 968 cc,102,Euro 6d,24 900 km,6/2021,2
Audi,Q3,20 049 €,Silver,Type of finish,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Manual,4x4,135 kW,1 968 cc,138,Euro 6,94 700 km,5/2017,Used
Tesla,Model 3,47 049 €,Black,Type of finish,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,Electric,Automatic,4x2,208 kW,Euro 6d-TEMP,60,No,9 960 km,3/2022,1
Seat,Arona,16 349 €,Grey,Type of finish,Grey interior,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Manual,4x2,70 kW,1 598 cc,113,Euro 6d,43 900 km,8/2019,Used
BMW,540,63 599 €,White,Interior color,Full leather interior,Station Wagon,4/5 doors,5,None,Diesel,Automatic,4x4,250 kW,2 993 cc,161,Euro 6d,29 299 km,6/2021,1
Audi,A1,23 049 €,Black,Type of finish,Black interior,Cloth interior,Compact,4/5 doors,5,Petrol,Manual,4x2,81 kW,999 cc,116,Euro 6d,12 345 km,1/2021,1
MINI,Cooper S Clubman,26 649 €,Green,Type of finish,Black interior,Part leather interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x2,141 kW,1 998 cc,145,Euro 6d-TEMP,17 222 km,8/2019,1
Citroen,C5 Aircross,26 299 €,White,Interior color,Cloth interior,SUV / offroad,4/5 doors,5,1615,Diesel,Automatic,4x2,132 kW,1 997 cc,126,Euro 6d-TEMP,13 532 km,12/2019,Used
MINI,John Cooper Works Countryman,29 199 €,Blue,Type of finish,Beige interior,Velour interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,170 kW,1 998 cc,138,Euro 6c,15 800 km,7/2019,1
BMW,320,37 299 €,Black,Type of finish,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,Diesel,Automatic,4x2,140 kW,1 995 cc,140,Euro 6d,30 863 km,9/2021,Used
BMW,M135,41 399 €,Black,Type of finish,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x4,225 kW,1 998 cc,145,Euro 6,23 400 km,7/2021,Used
Mercedes-Benz,E 300,51 099 €,White,Type of finish,Black interior,Full leather interior,Station Wagon,4/5 doors,5,Hybrid,Automatic,4x2,155 kW,1 991 cc,46,Euro 6d-TEMP,37 140 km,7/2021,1
Tesla,Model 3,56 349 €,Black,Type of finish,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,Electric,Automatic,4x4,350 kW,Euro 6d-TEMP,79,No,7 846 km,2/2022,1
Mercedes-Benz,CLA 45 AMG,60 499 €,White,Interior color,Part leather interior,Station Wagon,4/5 doors,5,1710,Petrol,Automatic,4x4,285 kW,1 991 cc,162,Euro 6d,21 185 km,2/2021,Used
Toyota,Aygo X,21 999 €,Green,Type of finish,Black interior,Cloth interior,SUV / offroad,4/5 doors,4,Petrol,Automatic,4x2,53 kW,998 cc,109,Euro 6d,1 300 km,4/2022,Demonstration car
Mercedes-Benz,E 220,32 049 €,Silver,Type of finish,Black interior,Part leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,143 kW,1 950 cc,159,Euro 6d-TEMP,73 170 km,6/2019,1
BMW,220,49 549 €,Black,Type of finish,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x2,135 kW,1 998 cc,144,No emission class,0 km,7/2022,New
Dodge,Durango,54 399 €,Grey,Type of finish,Black interior,Full leather interior,SUV / offroad,4/5 doors,6,Petrol,Automatic,4x4,268 kW,5 654 cc,387,Euro 5,21 958 km,7/2021,2
BMW,X3 M40,60 649 €,Black,Type of finish,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,250 kW,2 993 cc,184,Euro 6d,29 699 km,8/2021,Used
Audi,SQ7,62 149 €,Silver,Type of finish,Black interior,Full leather interior,SUV / offroad,4/5 doors,2345,Diesel,Automatic,4x4,320 kW,3 956 cc,199,Euro 6,62 412 km,6/2017,Used
